[H[2JScanned file(1131.txt) 0 of 22.
% complete: 0
([2, 2, 2008, 13, 31, 9], [2, 2, 2008, 13, 31, 9], 0, 116.45851, 39.86955, 'move')
([2, 2, 2008, 21, 22, 29], [2, 2, 2008, 21, 22, 29], 0, 116.44434, 39.92134, 'move')
([2, 2, 2008, 21, 22, 34], [2, 2, 2008, 21, 22, 34], 0, 116.4444, 39.92134, 'move')
([2, 2, 2008, 21, 22, 44], [2, 2, 2008, 21, 22, 44], 0, 116.44461, 39.92133, 'move')
([2, 2, 2008, 21, 23, 24], [2, 2, 2008, 21, 23, 24], 0, 116.44662, 39.9205, 'move')
([2, 2, 2008, 21, 24, 14], [2, 2, 2008, 21, 24, 14], 0, 116.44851, 39.92184, 'move')
([2, 2, 2008, 21, 24, 19], [2, 2, 2008, 21, 24, 19], 0, 116.44852, 39.92186, 'move')
([2, 2, 2008, 21, 24, 24], [2, 2, 2008, 21, 24, 24], 0, 116.44851, 39.92187, 'move')
([2, 2, 2008, 21, 24, 24], [2, 2, 2008, 21, 24, 24], 0, 116.44851, 39.92187, 'move')
([2, 2, 2008, 21, 24, 29], [2, 2, 2008, 21, 24, 29], 0, 116.4485, 39.92187, 'move')
([2, 2, 2008, 21, 24, 29], [2, 2, 2008, 21, 24, 29], 0, 116.4485, 39.92187, 'move')
([2, 2, 2008, 21, 24, 34], [2, 2, 2008, 21, 24, 34], 0, 116.44851, 39.92185, 'move')
([2, 2, 2008, 21, 25, 9], [2, 2, 2008, 21, 25, 9], 0, 116.45108, 39.92192, 'move')
([2, 2, 2008, 21, 25, 14], [2, 2, 2008, 21, 25, 14], 0, 116.45108, 39.92192, 'move')
([2, 2, 2008, 21, 25, 19], [2, 2, 2008, 21, 25, 19], 0, 116.45108, 39.92192, 'move')
([2, 2, 2008, 21, 25, 24], [2, 2, 2008, 21, 25, 24], 0, 116.45107, 39.92192, 'move')
([2, 2, 2008, 21, 25, 29], [2, 2, 2008, 21, 25, 29], 0, 116.45107, 39.92192, 'move')
([2, 2, 2008, 21, 25, 34], [2, 2, 2008, 21, 25, 34], 0, 116.45107, 39.92192, 'move')
([2, 2, 2008, 21, 26, 14], [2, 2, 2008, 21, 26, 14], 0, 116.45456, 39.92192, 'move')
([2, 2, 2008, 21, 26, 19], [2, 2, 2008, 21, 26, 19], 0, 116.45456, 39.92192, 'move')
([2, 2, 2008, 21, 26, 24], [2, 2, 2008, 21, 26, 24], 0, 116.45456, 39.92192, 'move')
([2, 2, 2008, 21, 26, 29], [2, 2, 2008, 21, 26, 29], 0, 116.45456, 39.92192, 'move')
([2, 2, 2008, 21, 26, 34], [2, 2, 2008, 21, 26, 34], 0, 116.45456, 39.92192, 'move')
([2, 2, 2008, 21, 26, 49], [2, 2, 2008, 21, 26, 49], 0, 116.45456, 39.92211, 'move')
([2, 2, 2008, 21, 26, 54], [2, 2, 2008, 21, 26, 54], 0, 116.45456, 39.92211, 'move')
([2, 2, 2008, 21, 26, 59], [2, 2, 2008, 21, 26, 59], 0, 116.45456, 39.92211, 'move')
([2, 2, 2008, 21, 27, 4], [2, 2, 2008, 21, 27, 4], 0, 116.45456, 39.92211, 'move')
([2, 2, 2008, 21, 27, 9], [2, 2, 2008, 21, 27, 9], 0, 116.45456, 39.92211, 'move')
([2, 2, 2008, 21, 27, 14], [2, 2, 2008, 21, 27, 14], 0, 116.45457, 39.92211, 'move')
([2, 2, 2008, 21, 29, 14], [2, 2, 2008, 21, 29, 14], 0, 116.46254, 39.92186, 'move')
([2, 2, 2008, 21, 29, 19], [2, 2, 2008, 21, 29, 19], 0, 116.46291, 39.92185, 'move')
([2, 2, 2008, 21, 30, 39], [2, 2, 2008, 21, 30, 39], -1, 116.47093, 39.92157, 'move')
([2, 2, 2008, 21, 30, 34], [2, 2, 2008, 21, 31, 29], 11.0, 116.47097333333333, 39.92156500000001, 'sp')
([2, 2, 2008, 21, 31, 29], [2, 2, 2008, 21, 31, 29], 11.0, 116.47102, 39.92156, 'move')
([2, 2, 2008, 21, 31, 39], [2, 2, 2008, 21, 31, 39], 0, 116.47164, 39.92154, 'move')
([2, 2, 2008, 21, 33, 4], [2, 2, 2008, 21, 33, 4], 0, 116.47959, 39.92155, 'move')
([2, 2, 2008, 21, 33, 9], [2, 2, 2008, 21, 33, 9], 0, 116.47968, 39.92157, 'move')
([2, 2, 2008, 21, 34, 4], [2, 2, 2008, 21, 34, 4], 0, 116.48612, 39.92167, 'move')
([2, 2, 2008, 21, 34, 9], [2, 2, 2008, 21, 34, 9], 0, 116.48702, 39.92168, 'move')
([2, 2, 2008, 21, 34, 34], [2, 2, 2008, 21, 34, 34], 0, 116.48943, 39.92167, 'move')
([2, 2, 2008, 21, 34, 39], [2, 2, 2008, 21, 34, 39], 0, 116.48943, 39.92167, 'move')
([2, 2, 2008, 21, 34, 44], [2, 2, 2008, 21, 34, 44], 0, 116.48944, 39.92167, 'move')
([2, 2, 2008, 21, 34, 49], [2, 2, 2008, 21, 34, 49], 0, 116.48944, 39.92167, 'move')
([2, 2, 2008, 21, 34, 54], [2, 2, 2008, 21, 34, 54], 0, 116.48943, 39.92167, 'move')
([2, 2, 2008, 21, 34, 59], [2, 2, 2008, 21, 34, 59], 0, 116.48943, 39.92167, 'move')
([2, 2, 2008, 21, 35, 4], [2, 2, 2008, 21, 35, 4], 0, 116.48943, 39.92167, 'move')
([2, 2, 2008, 21, 35, 9], [2, 2, 2008, 21, 35, 9], 0, 116.48947, 39.92167, 'move')
([2, 2, 2008, 21, 37, 44], [2, 2, 2008, 21, 37, 44], 0, 116.49964, 39.92313, 'move')
([2, 2, 2008, 21, 37, 54], [2, 2, 2008, 21, 37, 54], 0, 116.49934, 39.92332, 'move')
([2, 2, 2008, 21, 37, 59], [2, 2, 2008, 21, 37, 59], 0, 116.49934, 39.92332, 'move')
([2, 2, 2008, 21, 38, 9], [2, 2, 2008, 21, 38, 9], 0, 116.49996, 39.92261, 'move')
([2, 2, 2008, 21, 38, 14], [2, 2, 2008, 21, 38, 14], 0, 116.49992, 39.92266, 'move')
([2, 2, 2008, 21, 38, 32], [2, 2, 2008, 21, 38, 32], 0, 116.49948, 39.92335, 'move')
([2, 2, 2008, 21, 38, 57], [2, 2, 2008, 21, 38, 57], 0, 116.50051, 39.92416, 'move')
([2, 2, 2008, 21, 39, 2], [2, 2, 2008, 21, 39, 2], 0, 116.50062, 39.92434, 'move')
([2, 2, 2008, 21, 40, 2], [2, 2, 2008, 21, 40, 2], 0, 116.50277, 39.92433, 'move')
([2, 2, 2008, 21, 41, 57], [2, 2, 2008, 21, 41, 57], -1, 116.49631, 39.92186, 'move')
([2, 2, 2008, 21, 41, 52], [2, 2, 2008, 21, 43, 17], 18.0, 116.49630684210524, 39.92185263157893, 'sp')
([2, 2, 2008, 21, 43, 17], [2, 2, 2008, 21, 43, 17], 18.0, 116.49632, 39.92185, 'move')
([2, 2, 2008, 21, 43, 47], [2, 2, 2008, 21, 43, 47], 0, 116.49257, 39.92187, 'move')
([2, 2, 2008, 21, 43, 52], [2, 2, 2008, 21, 43, 52], 0, 116.49179, 39.92186, 'move')
([2, 2, 2008, 21, 45, 27], [2, 2, 2008, 21, 45, 27], 0, 116.47952, 39.92173, 'move')
([2, 2, 2008, 21, 45, 32], [2, 2, 2008, 21, 45, 32], 0, 116.47952, 39.92173, 'move')
([2, 2, 2008, 21, 45, 37], [2, 2, 2008, 21, 45, 37], 0, 116.47952, 39.92173, 'move')
([2, 2, 2008, 21, 45, 37], [2, 2, 2008, 21, 45, 37], 0, 116.47952, 39.92173, 'move')
([2, 2, 2008, 21, 46, 32], [2, 2, 2008, 21, 46, 32], 0, 116.47669, 39.92168, 'move')
([2, 2, 2008, 21, 47, 17], [2, 2, 2008, 21, 47, 17], 0, 116.47447, 39.92164, 'move')
([2, 2, 2008, 21, 47, 27], [2, 2, 2008, 21, 47, 27], 0, 116.47445, 39.92164, 'move')
([2, 2, 2008, 21, 47, 32], [2, 2, 2008, 21, 47, 32], 0, 116.47445, 39.92163, 'move')
([2, 2, 2008, 21, 47, 37], [2, 2, 2008, 21, 47, 37], 0, 116.47444, 39.92164, 'move')
([2, 2, 2008, 21, 47, 47], [2, 2, 2008, 21, 47, 47], 0, 116.47443, 39.92165, 'move')
([2, 2, 2008, 21, 47, 57], [2, 2, 2008, 21, 47, 57], 0, 116.47431, 39.92165, 'move')
([2, 2, 2008, 21, 48, 22], [2, 2, 2008, 21, 48, 22], -1, 116.47293, 39.92178, 'move')
([2, 2, 2008, 21, 48, 17], [2, 2, 2008, 21, 49, 22], 15.0, 116.47290562499998, 39.921771875000005, 'sp')
([2, 2, 2008, 21, 49, 22], [2, 2, 2008, 21, 49, 22], 15.0, 116.47292, 39.92177, 'move')
([2, 2, 2008, 21, 50, 57], [2, 2, 2008, 21, 50, 57], -1, 116.46418, 39.92183, 'move')
([2, 2, 2008, 21, 50, 52], [2, 2, 2008, 21, 51, 37], 10.0, 116.46418727272727, 39.921820000000004, 'sp')
([2, 2, 2008, 21, 51, 37], [2, 2, 2008, 21, 51, 37], 10.0, 116.46424, 39.92181, 'move')
([2, 2, 2008, 21, 53, 27], [2, 2, 2008, 21, 53, 27], 0, 116.46342, 39.91583, 'move')
([2, 2, 2008, 21, 53, 32], [2, 2, 2008, 21, 53, 32], 0, 116.46341, 39.91561, 'move')
([2, 2, 2008, 21, 53, 37], [2, 2, 2008, 21, 53, 37], 0, 116.46338, 39.91544, 'move')
([2, 2, 2008, 21, 55, 7], [2, 2, 2008, 21, 55, 7], -1, 116.45603, 39.91781, 'move')
([2, 2, 2008, 21, 54, 52], [2, 2, 2008, 21, 57, 47], 32.0, 116.45601909090904, 39.91781242424243, 'sp')
([2, 2, 2008, 21, 57, 47], [2, 2, 2008, 21, 57, 47], 32.0, 116.45603, 39.91781, 'move')
([2, 2, 2008, 21, 58, 17], [2, 2, 2008, 21, 58, 17], 0, 116.45512, 39.91599, 'move')
([2, 2, 2008, 21, 58, 22], [2, 2, 2008, 21, 58, 22], 0, 116.45504, 39.91533, 'move')
([2, 2, 2008, 21, 58, 47], [2, 2, 2008, 21, 58, 47], 0, 116.45529, 39.9135, 'move')
([2, 2, 2008, 21, 58, 52], [2, 2, 2008, 21, 58, 52], 0, 116.45528, 39.91349, 'move')
([2, 2, 2008, 21, 59, 57], [2, 2, 2008, 21, 59, 57], 0, 116.45535, 39.90912, 'move')
([2, 2, 2008, 22, 0, 27], [2, 2, 2008, 22, 0, 27], -1, 116.45527, 39.90793, 'move')
([2, 2, 2008, 22, 0, 22], [2, 2, 2008, 22, 3, 12], 32.0, 116.45530636363634, 39.90791181818182, 'sp')
([2, 2, 2008, 22, 3, 12], [2, 2, 2008, 22, 3, 12], 32.0, 116.45535, 39.90786, 'move')
([2, 2, 2008, 22, 5, 52], [2, 2, 2008, 22, 5, 52], 0, 116.45574, 39.89873, 'move')
([2, 2, 2008, 22, 5, 57], [2, 2, 2008, 22, 5, 57], 0, 116.45574, 39.89873, 'move')
([2, 2, 2008, 22, 6, 2], [2, 2, 2008, 22, 6, 2], 0, 116.45574, 39.89873, 'move')
([2, 2, 2008, 22, 6, 7], [2, 2, 2008, 22, 6, 7], 0, 116.45574, 39.89873, 'move')
([2, 2, 2008, 22, 7, 2], [2, 2, 2008, 22, 7, 2], -1, 116.45756, 39.89932, 'move')
([2, 2, 2008, 22, 6, 52], [2, 2, 2008, 22, 11, 37], 58.0, 116.45754016949166, 39.89927101694913, 'sp')
([2, 2, 2008, 22, 11, 37], [2, 2, 2008, 22, 11, 37], 58.0, 116.45758, 39.89925, 'move')
([2, 2, 2008, 22, 12, 47], [2, 2, 2008, 22, 12, 47], 0, 116.4634, 39.89888, 'move')
([2, 2, 2008, 22, 12, 52], [2, 2, 2008, 22, 12, 52], 0, 116.46407, 39.89881, 'move')
([2, 2, 2008, 22, 15, 12], [2, 2, 2008, 22, 15, 12], 0, 116.47125, 39.8956, 'move')
([2, 2, 2008, 22, 17, 37], [2, 2, 2008, 22, 17, 37], 0, 116.46338, 39.892, 'move')
([2, 2, 2008, 22, 17, 42], [2, 2, 2008, 22, 17, 42], 0, 116.46264, 39.89199, 'move')
([2, 2, 2008, 22, 18, 57], [2, 2, 2008, 22, 18, 57], 0, 116.45609, 39.89201, 'move')
([2, 2, 2008, 22, 19, 2], [2, 2, 2008, 22, 19, 2], 0, 116.45611, 39.89199, 'move')
([2, 2, 2008, 22, 19, 7], [2, 2, 2008, 22, 19, 7], 0, 116.45612, 39.89199, 'move')
([2, 2, 2008, 22, 19, 12], [2, 2, 2008, 22, 19, 12], 0, 116.45612, 39.89197, 'move')
([2, 2, 2008, 22, 19, 17], [2, 2, 2008, 22, 19, 17], 0, 116.45611, 39.89197, 'move')
([2, 2, 2008, 22, 19, 37], [2, 2, 2008, 22, 19, 37], 0, 116.45599, 39.89211, 'move')
([2, 2, 2008, 22, 19, 47], [2, 2, 2008, 22, 19, 47], -1, 116.45595, 39.8926, 'move')
([2, 2, 2008, 22, 19, 42], [2, 2, 2008, 22, 21, 37], 24.0, 116.45597440000002, 39.8925776, 'sp')
([2, 2, 2008, 22, 21, 37], [2, 2, 2008, 22, 21, 37], 24.0, 116.45598, 39.8926, 'move')
([2, 2, 2008, 22, 21, 52], [2, 2, 2008, 22, 21, 52], 0, 116.45619, 39.89239, 'move')
([2, 2, 2008, 22, 21, 57], [2, 2, 2008, 22, 21, 57], 0, 116.45619, 39.8924, 'move')
([2, 2, 2008, 22, 22, 27], [2, 2, 2008, 22, 22, 27], 0, 116.45289, 39.89264, 'move')
([2, 2, 2008, 22, 24, 47], [2, 2, 2008, 22, 24, 47], 0, 116.43374, 39.89231, 'move')
([2, 2, 2008, 22, 26, 42], [2, 2, 2008, 22, 26, 42], 0, 116.42278, 39.8923, 'move')
([2, 2, 2008, 22, 26, 47], [2, 2, 2008, 22, 26, 47], 0, 116.42278, 39.8923, 'move')
([2, 2, 2008, 22, 26, 52], [2, 2, 2008, 22, 26, 52], 0, 116.42279, 39.89226, 'move')
([2, 2, 2008, 22, 26, 57], [2, 2, 2008, 22, 26, 57], 0, 116.4228, 39.89224, 'move')
([2, 2, 2008, 22, 27, 2], [2, 2, 2008, 22, 27, 2], 0, 116.4228, 39.89223, 'move')
([2, 2, 2008, 22, 27, 7], [2, 2, 2008, 22, 27, 7], 0, 116.42278, 39.89223, 'move')
([2, 2, 2008, 22, 27, 22], [2, 2, 2008, 22, 27, 22], 0, 116.42175, 39.89232, 'move')
([2, 2, 2008, 22, 28, 12], [2, 2, 2008, 22, 28, 12], 0, 116.42121, 39.89533, 'move')
([2, 2, 2008, 22, 28, 22], [2, 2, 2008, 22, 28, 22], 0, 116.42121, 39.89533, 'move')
([2, 2, 2008, 22, 28, 27], [2, 2, 2008, 22, 28, 27], 0, 116.42121, 39.89533, 'move')
([2, 2, 2008, 22, 28, 32], [2, 2, 2008, 22, 28, 32], 0, 116.42118, 39.89535, 'move')
([2, 2, 2008, 22, 28, 37], [2, 2, 2008, 22, 28, 37], 0, 116.42119, 39.89541, 'move')
([2, 2, 2008, 22, 28, 52], [2, 2, 2008, 22, 28, 52], 0, 116.42094, 39.89548, 'move')
([2, 2, 2008, 22, 28, 57], [2, 2, 2008, 22, 28, 57], 0, 116.42094, 39.89548, 'move')
([2, 2, 2008, 22, 29, 12], [2, 2, 2008, 22, 29, 12], 0, 116.42136, 39.89548, 'move')
([2, 2, 2008, 22, 30, 2], [2, 2, 2008, 22, 30, 2], 0, 116.41908, 39.89628, 'move')
([2, 2, 2008, 22, 30, 7], [2, 2, 2008, 22, 30, 7], 0, 116.41908, 39.89628, 'move')
([2, 2, 2008, 22, 30, 12], [2, 2, 2008, 22, 30, 12], 0, 116.41908, 39.89628, 'move')
([2, 2, 2008, 22, 30, 17], [2, 2, 2008, 22, 30, 17], 0, 116.41908, 39.89628, 'move')
([2, 2, 2008, 22, 30, 32], [2, 2, 2008, 22, 30, 32], 0, 116.41879, 39.89613, 'move')
([2, 2, 2008, 22, 30, 37], [2, 2, 2008, 22, 30, 37], 0, 116.41879, 39.89613, 'move')
([2, 2, 2008, 22, 31, 17], [2, 2, 2008, 22, 31, 17], 0, 116.41593, 39.89683, 'move')
([2, 2, 2008, 22, 32, 7], [2, 2, 2008, 22, 32, 7], -1, 116.4129, 39.89614, 'move')
([2, 2, 2008, 22, 32, 2], [2, 2, 2008, 22, 33, 7], 15.0, 116.41288875000002, 39.896131874999995, 'sp')
([2, 2, 2008, 22, 33, 7], [2, 2, 2008, 22, 33, 7], 15.0, 116.41289, 39.89613, 'move')
([2, 2, 2008, 22, 33, 52], [2, 2, 2008, 22, 33, 52], 0, 116.41265, 39.89417, 'move')
([2, 2, 2008, 22, 34, 7], [2, 2, 2008, 22, 34, 7], 0, 116.41278, 39.89331, 'move')
([2, 2, 2008, 22, 34, 22], [2, 2, 2008, 22, 34, 22], 0, 116.41292, 39.89321, 'move')
([2, 2, 2008, 22, 34, 32], [2, 2, 2008, 22, 34, 32], 0, 116.41307, 39.89333, 'move')
([2, 2, 2008, 22, 34, 37], [2, 2, 2008, 22, 34, 37], 0, 116.41307, 39.89333, 'move')
([2, 2, 2008, 22, 34, 38], [2, 2, 2008, 22, 34, 38], 0, 116.41307, 39.89333, 'move')
([2, 2, 2008, 22, 34, 43], [2, 2, 2008, 22, 34, 43], 0, 116.41308, 39.89333, 'move')
([2, 2, 2008, 22, 34, 48], [2, 2, 2008, 22, 34, 48], 0, 116.41308, 39.89333, 'move')
([2, 2, 2008, 22, 35, 8], [2, 2, 2008, 22, 35, 8], 0, 116.41246, 39.89324, 'move')
([2, 2, 2008, 22, 35, 51], [2, 2, 2008, 22, 35, 51], -1, 116.41194, 39.89202, 'move')
([2, 2, 2008, 22, 35, 46], [2, 2, 2008, 22, 37, 16], 21.0, 116.41194227272726, 39.89203590909089, 'sp')
([2, 2, 2008, 22, 37, 16], [2, 2, 2008, 22, 37, 16], 21.0, 116.41192, 39.89203, 'move')
([2, 2, 2008, 22, 38, 11], [2, 2, 2008, 22, 38, 11], 0, 116.40655, 39.89179, 'move')
([2, 2, 2008, 22, 38, 16], [2, 2, 2008, 22, 38, 16], 0, 116.40654, 39.8918, 'move')
([2, 2, 2008, 22, 38, 21], [2, 2, 2008, 22, 38, 21], 0, 116.40654, 39.89179, 'move')
([2, 2, 2008, 22, 38, 26], [2, 2, 2008, 22, 38, 26], 0, 116.40654, 39.8918, 'move')
([2, 2, 2008, 22, 38, 31], [2, 2, 2008, 22, 38, 31], 0, 116.40655, 39.8918, 'move')
([2, 2, 2008, 22, 38, 36], [2, 2, 2008, 22, 38, 36], 0, 116.40655, 39.8918, 'move')
([2, 2, 2008, 22, 38, 41], [2, 2, 2008, 22, 38, 41], 0, 116.40655, 39.8918, 'move')
([2, 2, 2008, 22, 38, 46], [2, 2, 2008, 22, 38, 46], 0, 116.40649, 39.8918, 'move')
([2, 2, 2008, 22, 38, 56], [2, 2, 2008, 22, 38, 56], -1, 116.40641, 39.89173, 'move')
([2, 2, 2008, 22, 38, 51], [2, 2, 2008, 22, 39, 51], 13.0, 116.40640999999998, 39.89164928571429, 'sp')
([2, 2, 2008, 22, 39, 51], [2, 2, 2008, 22, 39, 51], 13.0, 116.40639, 39.8916, 'move')
([2, 2, 2008, 22, 41, 16], [2, 2, 2008, 22, 41, 16], 0, 116.41283, 39.88686, 'move')
([2, 2, 2008, 22, 41, 21], [2, 2, 2008, 22, 41, 21], 0, 116.41284, 39.88688, 'move')
([2, 2, 2008, 22, 41, 26], [2, 2, 2008, 22, 41, 26], 0, 116.41285, 39.88688, 'move')
([2, 2, 2008, 22, 41, 46], [2, 2, 2008, 22, 41, 46], 0, 116.41326, 39.88561, 'move')
([2, 2, 2008, 22, 41, 51], [2, 2, 2008, 22, 41, 51], 0, 116.41352, 39.88524, 'move')
([2, 2, 2008, 22, 42, 21], [2, 2, 2008, 22, 42, 21], -1, 116.41428, 39.88326, 'move')
([2, 2, 2008, 22, 42, 16], [2, 2, 2008, 22, 43, 16], 13.0, 116.41432285714288, 39.88328214285714, 'sp')
([2, 2, 2008, 22, 43, 16], [2, 2, 2008, 22, 43, 16], 13.0, 116.41434, 39.88328, 'move')
([2, 2, 2008, 22, 46, 36], [2, 2, 2008, 22, 46, 36], 0, 116.41421, 39.86417, 'move')
([2, 2, 2008, 22, 46, 41], [2, 2, 2008, 22, 46, 41], 0, 116.41383, 39.86408, 'move')
([2, 2, 2008, 22, 47, 46], [2, 2, 2008, 22, 47, 46], 0, 116.41298, 39.8619, 'move')
([2, 2, 2008, 22, 47, 51], [2, 2, 2008, 22, 47, 51], 0, 116.41299, 39.8619, 'move')
([2, 2, 2008, 22, 47, 56], [2, 2, 2008, 22, 47, 56], 0, 116.41299, 39.8619, 'move')
([2, 2, 2008, 22, 48, 1], [2, 2, 2008, 22, 48, 1], 0, 116.41298, 39.86185, 'move')
([2, 2, 2008, 22, 48, 22], [2, 2, 2008, 22, 48, 22], 0, 116.41302, 39.86093, 'move')
([2, 2, 2008, 22, 49, 12], [2, 2, 2008, 22, 49, 12], 0, 116.41511, 39.861, 'move')
([2, 2, 2008, 22, 49, 15], [2, 2, 2008, 22, 49, 15], 0, 116.41509, 39.861, 'move')
([2, 2, 2008, 22, 49, 20], [2, 2, 2008, 22, 49, 20], 0, 116.41505, 39.86097, 'move')
([2, 2, 2008, 22, 49, 25], [2, 2, 2008, 22, 49, 25], 0, 116.41501, 39.86103, 'move')
([2, 2, 2008, 22, 49, 30], [2, 2, 2008, 22, 49, 30], 0, 116.41498, 39.86104, 'move')
([2, 2, 2008, 22, 50, 0], [2, 2, 2008, 22, 50, 0], 0, 116.41302, 39.86092, 'move')
([2, 2, 2008, 22, 50, 10], [2, 2, 2008, 22, 50, 10], 0, 116.41297, 39.86098, 'move')
([2, 2, 2008, 22, 52, 10], [2, 2, 2008, 22, 52, 10], -1, 116.41387, 39.8641, 'move')
([2, 2, 2008, 22, 52, 5], [2, 2, 2008, 22, 53, 5], 13.0, 116.41388142857144, 39.86409642857142, 'sp')
([2, 2, 2008, 22, 53, 5], [2, 2, 2008, 22, 53, 5], 13.0, 116.41388, 39.8641, 'move')
([2, 2, 2008, 22, 53, 35], [2, 2, 2008, 22, 53, 35], -1, 116.41514, 39.86421, 'move')
([2, 2, 2008, 22, 53, 30], [2, 2, 2008, 22, 54, 15], 10.0, 116.41514181818182, 39.86422909090909, 'sp')
([2, 2, 2008, 22, 54, 15], [2, 2, 2008, 22, 54, 15], 10.0, 116.41512, 39.86424, 'move')
([2, 2, 2008, 22, 56, 15], [2, 2, 2008, 22, 56, 15], 0, 116.42659, 39.86963, 'move')
([2, 2, 2008, 22, 56, 20], [2, 2, 2008, 22, 56, 20], 0, 116.42749, 39.86959, 'move')
([2, 2, 2008, 23, 1, 5], [2, 2, 2008, 23, 1, 5], 0, 116.43435, 39.898, 'move')
([2, 2, 2008, 23, 1, 10], [2, 2, 2008, 23, 1, 10], 0, 116.43365, 39.89816, 'move')
([2, 2, 2008, 23, 2, 40], [2, 2, 2008, 23, 2, 40], 0, 116.42965, 39.90677, 'move')
([2, 2, 2008, 23, 5, 55], [2, 2, 2008, 23, 5, 55], 0, 116.42832, 39.93164, 'move')
([2, 2, 2008, 23, 6, 0], [2, 2, 2008, 23, 6, 0], 0, 116.42839, 39.93186, 'move')
([2, 2, 2008, 23, 7, 40], [2, 2, 2008, 23, 7, 40], 0, 116.44047, 39.93253, 'move')
([2, 2, 2008, 23, 7, 45], [2, 2, 2008, 23, 7, 45], 0, 116.44051, 39.93256, 'move')
([2, 2, 2008, 23, 7, 50], [2, 2, 2008, 23, 7, 50], 0, 116.44051, 39.93256, 'move')
([2, 2, 2008, 23, 7, 55], [2, 2, 2008, 23, 7, 55], 0, 116.44051, 39.93257, 'move')
([2, 2, 2008, 23, 8, 0], [2, 2, 2008, 23, 8, 0], 0, 116.44049, 39.93259, 'move')
([2, 2, 2008, 23, 8, 10], [2, 2, 2008, 23, 8, 10], 0, 116.44048, 39.93258, 'move')
([2, 2, 2008, 23, 8, 15], [2, 2, 2008, 23, 8, 15], 0, 116.44048, 39.93257, 'move')
([2, 2, 2008, 23, 8, 20], [2, 2, 2008, 23, 8, 20], 0, 116.44047, 39.93258, 'move')
([2, 2, 2008, 23, 10, 47], [2, 2, 2008, 23, 10, 47], 0, 116.43842, 39.93954, 'move')
([2, 2, 2008, 23, 10, 47], [2, 2, 2008, 23, 10, 47], 0, 116.43842, 39.93954, 'move')
([2, 2, 2008, 23, 10, 52], [2, 2, 2008, 23, 10, 52], 0, 116.43842, 39.93964, 'move')
([2, 2, 2008, 23, 10, 57], [2, 2, 2008, 23, 10, 57], 0, 116.43837, 39.93964, 'move')
([2, 2, 2008, 23, 11, 2], [2, 2, 2008, 23, 11, 2], 0, 116.43837, 39.93964, 'move')
([2, 2, 2008, 23, 11, 7], [2, 2, 2008, 23, 11, 7], 0, 116.43843, 39.93966, 'move')
([2, 2, 2008, 23, 13, 7], [2, 2, 2008, 23, 13, 7], 0, 116.44412, 39.93289, 'move')
([2, 2, 2008, 23, 13, 12], [2, 2, 2008, 23, 13, 12], 0, 116.44417, 39.93283, 'move')
([2, 2, 2008, 23, 13, 42], [2, 2, 2008, 23, 13, 42], 0, 116.44512, 39.93239, 'move')
([2, 2, 2008, 23, 14, 42], [2, 2, 2008, 23, 14, 42], 0, 116.44902, 39.93257, 'move')
([2, 2, 2008, 23, 14, 47], [2, 2, 2008, 23, 14, 47], 0, 116.44902, 39.93257, 'move')
([2, 2, 2008, 23, 16, 57], [2, 2, 2008, 23, 16, 57], 0, 116.45412, 39.93248, 'move')
([2, 2, 2008, 23, 17, 7], [2, 2, 2008, 23, 17, 7], 0, 116.45403, 39.93233, 'move')
([2, 2, 2008, 23, 17, 17], [2, 2, 2008, 23, 17, 17], -1, 116.45415, 39.93243, 'move')
([2, 2, 2008, 23, 17, 12], [2, 2, 2008, 23, 19, 52], 31.0, 116.45421843750003, 39.93245125000001, 'sp')
([2, 2, 2008, 23, 19, 52], [2, 2, 2008, 23, 19, 52], 31.0, 116.45421, 39.93245, 'move')
([2, 2, 2008, 23, 20, 27], [2, 2, 2008, 23, 20, 27], 0, 116.45659, 39.9329, 'move')
([2, 2, 2008, 23, 20, 32], [2, 2, 2008, 23, 20, 32], 0, 116.45692, 39.93281, 'move')
([2, 2, 2008, 23, 21, 7], [2, 2, 2008, 23, 21, 7], 0, 116.45957, 39.93252, 'move')
([2, 2, 2008, 23, 21, 12], [2, 2, 2008, 23, 21, 12], 0, 116.45966, 39.93253, 'move')
([2, 2, 2008, 23, 22, 32], [2, 2, 2008, 23, 22, 32], 0, 116.46628, 39.93249, 'move')
([2, 2, 2008, 23, 27, 47], [2, 2, 2008, 23, 27, 47], 0, 116.47635, 39.92171, 'move')
([2, 2, 2008, 23, 27, 52], [2, 2, 2008, 23, 27, 52], 0, 116.47635, 39.92171, 'move')
([2, 2, 2008, 23, 28, 2], [2, 2, 2008, 23, 28, 2], 0, 116.47637, 39.9217, 'move')
([2, 2, 2008, 23, 29, 0], [2, 2, 2008, 23, 29, 0], 0, 116.47869, 39.92037, 'move')
([2, 2, 2008, 23, 29, 25], [2, 2, 2008, 23, 29, 25], 0, 116.47865, 39.9214, 'move')
([2, 2, 2008, 23, 29, 30], [2, 2, 2008, 23, 29, 30], 0, 116.47865, 39.9214, 'move')
([2, 2, 2008, 23, 29, 40], [2, 2, 2008, 23, 29, 40], 0, 116.47864, 39.92141, 'move')
([2, 2, 2008, 23, 29, 45], [2, 2, 2008, 23, 29, 45], 0, 116.47863, 39.92141, 'move')
([2, 2, 2008, 23, 29, 50], [2, 2, 2008, 23, 29, 50], 0, 116.47863, 39.92141, 'move')
